T_ANALF15M,T_ATRASO_2_BASICO,T_FUND18M,AGUA_ESGOTO,T_DENS,T_LIXO,GINI,PPOB,T_FUNDIN18MINF,P_FORMAL,T_DES18M,RAZDEP,IDHM
3.94,18.92,61.37,0.07,18.31,99.52,0.49,12.76,27.44,71.6,4.07,40.25,0.786
8.48,18.92,61.37,0.07,18.31,99.52,0.49,12.76,27.44,71.6,4.07,47.64,0.786
12.11,26.7,33.46,1.96,34.45,90.24,0.39,39.98,49.37,61.01,9.02,56.77,0.607
9.46,26.7,33.46,1.96,34.45,90.24,0.39,39.98,49.37,61.01,9.02,52.68,0.607
15.76,26.7,33.46,1.96,34.45,90.24,0.39,39.98,49.37,61.01,9.02,50.95,0.607
11.78,20.95,54.56,0.9,20.8,97.93,0.39,19.83,30.26,68.53,5.5,47.72,0.727
7.03,26.7,33.46,1.96,34.45,90.24,0.39,39.98,49.37,61.01,9.02,47.81,0.607
10.18,26.7,33.46,1.96,34.45,90.24,0.39,39.98,49.37,61.01,9.02,54.97,0.607
5.38,20.95,54.56,0.9,20.8,97.93,0.39,19.83,30.26,68.53,5.5,41.05,0.727
4.92,20.95,54.56,0.9,20.8,97.93,0.39,19.83,30.26,68.53,5.5,41.65,0.727
8.15,22.32,37.36,4.22,8.58,99.66,0.44,24.37,45.43,53.27,2.18,44.31,0.691
9.62,28.76,37.46,0.19,16.62,99.52,0.4,31.21,42.76,63.65,5.98,47.06,0.677
10.85,25.36,37.29,4.06,23.03,86.71,0.57,35.66,49.64,47.28,4.82,50.67,0.681
12.38,20.98,33.72,2.44,21.44,95.01,0.41,43.85,50.91,49.56,5.71,47.0,0.662
8.57,25.18,51.52,6.12,24.94,93.27,0.47,36.07,33.5,73.41,8.63,45.3,0.717
1.64,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,39.17,0.894
8.83,27.41,37.36,2.38,32.77,85.96,0.43,47.82,45.44,61.4,10.54,52.89,0.63
7.73,27.61,40.22,6.29,19.75,90.52,0.45,38.0,44.21,61.11,5.63,41.29,0.655
8.16,16.5,52.15,0.33,26.91,97.22,0.46,24.05,31.14,61.05,6.52,50.38,0.709
6.74,16.5,52.15,0.33,26.91,97.22,0.46,24.05,31.14,61.05,6.52,49.26,0.709
5.27,20.94,60.15,5.1,20.45,97.45,0.46,19.64,25.07,70.81,4.48,40.55,0.75
7.52,16.5,52.15,0.33,26.91,97.22,0.46,24.05,31.14,61.05,6.52,48.03,0.709
3.12,13.6,69.63,0.41,17.76,98.77,0.6,11.03,20.73,71.26,4.56,41.09,0.83
4.26,20.94,60.15,5.1,20.45,97.45,0.46,19.64,25.07,70.81,4.48,40.16,0.75
1.66,13.6,69.63,0.41,17.76,98.77,0.6,11.03,20.73,71.26,4.56,39.72,0.83
5.83,16.5,52.15,0.33,26.91,97.22,0.46,24.05,31.14,61.05,6.52,40.54,0.709
8.12,21.2,43.84,0.76,23.39,97.78,0.46,31.83,39.25,64.02,8.08,46.46,0.699
3.39,13.13,66.83,0.16,12.35,99.17,0.47,12.95,24.65,75.92,5.18,38.03,0.806
5.12,12.18,69.68,0.0,13.11,98.33,0.62,11.49,19.8,79.02,2.82,37.6,0.844
4.71,23.09,52.42,0.83,18.46,97.67,0.41,26.83,32.54,68.12,4.64,44.95,0.712
7.04,23.09,52.42,0.83,18.46,97.67,0.41,26.83,32.54,68.12,4.64,47.19,0.712
13.44,27.61,40.22,6.29,19.75,90.52,0.45,38.0,44.21,61.11,5.63,44.28,0.655
10.18,27.41,37.36,2.38,32.77,85.96,0.43,47.82,45.44,61.4,10.54,52.99,0.63
8.34,27.61,40.22,6.29,19.75,90.52,0.45,38.0,44.21,61.11,5.63,55.61,0.655
5.7,14.74,54.46,0.68,21.63,99.68,0.43,24.34,30.49,72.77,9.37,42.17,0.731
0.54,9.62,93.47,0.0,1.23,100.0,0.51,2.89,2.55,71.73,3.48,31.98,0.951
2.69,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,37.48,0.894
1.63,7.78,88.99,0.0,4.02,99.77,0.48,2.81,6.33,78.11,3.68,34.95,0.905
5.01,20.94,60.15,5.1,20.45,97.45,0.46,19.64,25.07,70.81,4.48,40.9,0.75
3.98,23.09,52.42,0.83,18.46,97.67,0.41,26.83,32.54,68.12,4.64,47.41,0.712
3.54,10.08,79.08,0.0,5.67,99.93,0.43,6.78,14.01,75.75,5.39,43.69,0.846
4.16,19.47,54.74,0.0,19.69,99.09,0.39,13.64,28.05,73.55,3.66,39.81,0.727
1.48,19.13,72.99,0.0,11.5,100.0,0.49,6.85,19.02,80.72,5.03,35.54,0.822
3.59,23.55,59.19,0.13,21.94,99.5,0.39,17.34,28.11,77.16,6.31,38.23,0.725
5.94,27.61,40.22,6.29,19.75,90.52,0.45,38.0,44.21,61.11,5.63,42.7,0.655
0.78,9.62,93.47,0.0,1.23,100.0,0.51,2.89,2.55,71.73,3.48,35.79,0.951
1.2,9.62,93.47,0.0,1.23,100.0,0.51,2.89,2.55,71.73,3.48,44.04,0.951
2.19,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,35.36,0.894
3.17,12.18,69.68,0.0,13.11,98.33,0.62,11.49,19.8,79.02,2.82,39.21,0.844
3.39,12.18,69.68,0.0,13.11,98.33,0.62,11.49,19.8,79.02,2.82,47.72,0.844
5.15,27.61,40.22,6.29,19.75,90.52,0.45,38.0,44.21,61.11,5.63,41.53,0.655
5.35,27.61,40.22,6.29,19.75,90.52,0.45,38.0,44.21,61.11,5.63,45.47,0.655
1.44,10.08,79.08,0.0,5.67,99.93,0.43,6.78,14.01,75.75,5.39,38.36,0.846
8.56,14.17,42.59,1.08,29.92,97.69,0.36,37.2,38.26,68.87,9.8,46.53,0.663
13.46,14.17,42.59,1.08,29.92,97.69,0.36,37.2,38.26,68.87,9.8,54.5,0.663
6.31,17.43,62.8,0.26,18.22,99.13,0.43,17.72,26.99,73.43,8.56,38.52,0.763
3.05,17.43,62.8,0.26,18.22,99.13,0.43,17.72,26.99,73.43,8.56,40.46,0.763
3.7,15.03,55.68,0.18,21.02,99.48,0.4,17.87,29.84,72.05,7.25,39.13,0.746
8.9,14.17,42.59,1.08,29.92,97.69,0.36,37.2,38.26,68.87,9.8,48.22,0.663
5.6,15.03,55.68,0.18,21.02,99.48,0.4,17.87,29.84,72.05,7.25,40.68,0.746
3.12,17.43,62.8,0.26,18.22,99.13,0.43,17.72,26.99,73.43,8.56,36.24,0.763
9.0,14.17,42.59,1.08,29.92,97.69,0.36,37.2,38.26,68.87,9.8,46.04,0.663
4.88,17.43,62.8,0.26,18.22,99.13,0.43,17.72,26.99,73.43,8.56,36.95,0.763
5.01,20.35,55.56,3.19,21.1,99.0,0.52,27.07,31.66,76.85,6.97,39.71,0.73
8.58,20.75,38.71,1.08,38.92,94.46,0.36,44.33,38.1,71.19,8.05,49.25,0.621
9.68,21.32,31.77,14.17,35.07,97.06,0.34,32.56,40.41,65.54,8.82,48.06,0.604
7.57,20.75,38.71,1.08,38.92,94.46,0.36,44.33,38.1,71.19,8.05,50.26,0.621
10.42,20.75,38.71,1.08,38.92,94.46,0.36,44.33,38.1,71.19,8.05,48.08,0.621
6.19,19.62,41.2,1.8,26.49,96.3,0.36,30.82,37.23,71.16,6.94,44.33,0.657
4.29,21.32,31.77,14.17,35.07,97.06,0.34,32.56,40.41,65.54,8.82,41.74,0.604
3.83,20.75,38.71,1.08,38.92,94.46,0.36,44.33,38.1,71.19,8.05,51.43,0.621
8.0,21.28,45.59,0.86,29.53,98.2,0.36,27.11,33.96,70.94,5.94,48.45,0.675
5.25,18.24,50.47,0.18,29.57,99.01,0.36,30.54,29.04,74.74,8.03,42.09,0.687
1.25,20.94,60.15,5.1,20.45,97.45,0.46,19.64,25.07,70.81,4.48,31.53,0.75
0.71,20.94,60.15,5.1,20.45,97.45,0.46,19.64,25.07,70.81,4.48,28.94,0.75
6.81,17.88,52.57,1.02,22.57,98.22,0.42,23.16,28.7,73.56,7.41,47.04,0.721
5.88,21.63,44.68,0.18,24.32,99.8,0.33,23.01,31.45,74.37,6.02,41.86,0.686
6.28,21.28,45.59,0.86,29.53,98.2,0.36,27.11,33.96,70.94,5.94,43.38,0.675
5.83,9.89,48.46,1.82,29.17,99.59,0.38,25.92,30.99,73.32,7.19,43.6,0.689
6.25,19.51,47.42,1.17,25.16,98.77,0.4,28.83,30.4,75.72,5.3,44.14,0.678
5.3,13.23,50.56,0.27,26.68,99.4,0.36,27.82,30.81,73.88,5.42,43.47,0.698
5.64,19.33,52.96,0.32,25.76,99.69,0.39,25.24,29.11,71.77,9.44,41.66,0.711
6.06,21.28,45.59,0.86,29.53,98.2,0.36,27.11,33.96,70.94,5.94,42.17,0.675
1.06,12.18,69.68,0.0,13.11,98.33,0.62,11.49,19.8,79.02,2.82,40.99,0.844
4.88,9.54,81.99,0.4,9.32,99.88,0.56,6.71,11.87,74.8,2.76,40.31,0.894
9.28,21.32,31.77,14.17,35.07,97.06,0.34,32.56,40.41,65.54,8.82,51.14,0.604
7.57,17.16,45.66,0.47,33.37,93.09,0.36,34.2,32.57,73.82,7.95,45.0,0.656
7.63,19.47,42.38,1.83,33.88,91.0,0.38,37.09,36.53,71.31,9.8,49.92,0.645
6.57,25.24,46.49,8.11,33.11,97.99,0.37,32.07,30.7,70.88,7.22,49.52,0.659
4.26,21.32,31.77,14.17,35.07,97.06,0.34,32.56,40.41,65.54,8.82,8.92,0.604
4.09,21.32,31.77,14.17,35.07,97.06,0.34,32.56,40.41,65.54,8.82,57.61,0.604
6.72,23.69,42.38,0.7,29.24,89.74,0.42,37.69,35.25,72.98,8.31,45.49,0.654
6.45,20.16,51.31,0.17,29.12,96.8,0.39,30.07,34.34,64.24,6.65,42.91,0.702
4.19,17.88,52.57,1.02,22.57,98.22,0.42,23.16,28.7,73.56,7.41,38.72,0.721
8.77,17.88,52.57,1.02,22.57,98.22,0.42,23.16,28.7,73.56,7.41,34.97,0.721
5.91,25.24,46.49,8.11,33.11,97.99,0.37,32.07,30.7,70.88,7.22,48.07,0.659
8.98,21.32,31.77,14.17,35.07,97.06,0.34,32.56,40.41,65.54,8.82,27.5,0.604
5.97,20.67,47.7,0.0,27.44,98.89,0.39,27.42,33.68,70.7,7.32,43.73,0.701
7.16,32.4,41.15,0.16,24.5,98.5,0.47,29.6,40.23,63.26,6.23,41.94,0.673
11.58,17.36,27.08,1.56,11.23,97.8,0.43,29.23,60.23,38.36,2.54,44.59,0.648
2.11,17.07,79.86,0.0,11.08,99.44,0.46,6.26,15.35,78.99,4.38,36.3,0.843
1.02,17.07,79.86,0.0,11.08,99.44,0.46,6.26,15.35,78.99,4.38,35.02,0.843
12.07,20.63,44.17,4.8,36.34,88.36,0.42,38.43,38.02,69.69,6.95,55.15,0.665
5.51,21.68,47.31,0.21,36.38,96.48,0.38,32.54,31.02,74.68,9.99,46.37,0.681
6.99,13.96,44.72,0.88,33.59,92.22,0.35,35.03,32.97,77.44,7.78,48.37,0.66
3.74,22.22,59.25,0.0,26.22,100.0,0.4,18.97,28.48,74.28,7.32,41.96,0.738
4.03,20.13,51.67,2.53,28.66,99.16,0.4,28.65,32.31,74.2,4.7,40.86,0.709
5.73,21.68,47.31,0.21,36.38,96.48,0.38,32.54,31.02,74.68,9.99,39.75,0.681
5.77,20.13,51.67,2.53,28.66,99.16,0.4,28.65,32.31,74.2,4.7,39.88,0.709
10.39,20.63,44.17,4.8,36.34,88.36,0.42,38.43,38.02,69.69,6.95,47.05,0.665
8.47,20.13,51.67,2.53,28.66,99.16,0.4,28.65,32.31,74.2,4.7,47.36,0.709
0.26,14.1,65.14,0.13,17.06,95.67,0.4,14.25,24.36,77.95,8.33,36.94,0.782
2.52,17.07,79.86,0.0,11.08,99.44,0.46,6.26,15.35,78.99,4.38,36.99,0.843
1.31,17.07,79.86,0.0,11.08,99.44,0.46,6.26,15.35,78.99,4.38,44.04,0.843
7.37,20.63,44.17,4.8,36.34,88.36,0.42,38.43,38.02,69.69,6.95,48.84,0.665
8.29,21.68,47.31,0.21,36.38,96.48,0.38,32.54,31.02,74.68,9.99,49.98,0.681
2.79,14.1,65.14,0.13,17.06,95.67,0.4,14.25,24.36,77.95,8.33,38.9,0.782
5.52,20.63,44.17,4.8,36.34,88.36,0.42,38.43,38.02,69.69,6.95,45.54,0.665
5.25,20.13,51.67,2.53,28.66,99.16,0.4,28.65,32.31,74.2,4.7,40.11,0.709
5.13,14.1,65.14,0.13,17.06,95.67,0.4,14.25,24.36,77.95,8.33,40.26,0.782
6.64,20.63,44.17,4.8,36.34,88.36,0.42,38.43,38.02,69.69,6.95,48.41,0.665
9.83,20.63,44.17,4.8,36.34,88.36,0.42,38.43,38.02,69.69,6.95,47.82,0.665
5.5,21.68,47.31,0.21,36.38,96.48,0.38,32.54,31.02,74.68,9.99,42.45,0.681
2.93,18.92,61.37,0.07,18.31,99.52,0.49,12.76,27.44,71.6,4.07,37.14,0.786
8.24,22.42,39.45,2.13,42.07,90.41,0.38,42.17,41.22,64.59,9.23,52.79,0.62
10.39,22.42,39.45,2.13,42.07,90.41,0.38,42.17,41.22,64.59,9.23,48.52,0.62
8.12,22.89,36.6,1.14,42.11,92.42,0.37,43.96,38.07,67.64,8.42,47.62,0.597
2.6,21.17,62.41,0.0,18.53,99.36,0.45,15.76,25.41,75.09,6.63,37.56,0.768
8.31,22.89,36.6,1.14,42.11,92.42,0.37,43.96,38.07,67.64,8.42,59.21,0.597
4.47,22.32,49.8,1.05,23.89,94.03,0.44,22.72,31.7,70.15,4.29,44.55,0.71
5.82,17.02,52.68,0.23,26.71,97.3,0.41,24.98,29.87,73.31,5.7,45.4,0.704
7.78,22.42,39.45,2.13,42.07,90.41,0.38,42.17,41.22,64.59,9.23,45.41,0.62
4.66,17.02,52.68,0.23,26.71,97.3,0.41,24.98,29.87,73.31,5.7,47.47,0.704
7.32,22.32,49.8,1.05,23.89,94.03,0.44,22.72,31.7,70.15,4.29,37.95,0.71
4.81,22.32,49.8,1.05,23.89,94.03,0.44,22.72,31.7,70.15,4.29,40.92,0.71
8.84,22.89,36.6,1.14,42.11,92.42,0.37,43.96,38.07,67.64,8.42,69.37,0.597
5.11,17.02,52.68,0.23,26.71,97.3,0.41,24.98,29.87,73.31,5.7,40.36,0.704
7.54,22.42,39.45,2.13,42.07,90.41,0.38,42.17,41.22,64.59,9.23,52.24,0.62
5.4,18.17,44.09,1.61,30.16,99.25,0.37,36.27,38.76,70.56,10.16,45.55,0.641
4.87,22.89,36.6,1.14,42.11,92.42,0.37,43.96,38.07,67.64,8.42,54.76,0.597
8.15,22.89,36.6,1.14,42.11,92.42,0.37,43.96,38.07,67.64,8.42,50.91,0.597
9.24,22.42,39.45,2.13,42.07,90.41,0.38,42.17,41.22,64.59,9.23,41.61,0.62
7.88,22.89,36.6,1.14,42.11,92.42,0.37,43.96,38.07,67.64,8.42,49.28,0.597
2.18,11.67,65.16,0.0,16.02,99.91,0.39,14.97,24.6,74.86,7.66,38.31,0.755
4.68,15.04,52.86,0.0,29.06,99.89,0.4,24.0,31.06,73.24,6.71,43.87,0.705
3.98,14.16,57.11,0.26,23.58,100.0,0.37,21.42,28.14,75.48,6.57,41.6,0.722
3.09,10.97,63.63,0.33,20.35,100.0,0.42,18.9,24.05,75.01,6.34,39.39,0.756
6.92,22.42,39.45,2.13,42.07,90.41,0.38,42.17,41.22,64.59,9.23,42.3,0.62
8.3,22.42,39.45,2.13,42.07,90.41,0.38,42.17,41.22,64.59,9.23,54.34,0.62
4.67,17.02,52.68,0.23,26.71,97.3,0.41,24.98,29.87,73.31,5.7,40.99,0.704
5.91,22.89,36.6,1.14,42.11,92.42,0.37,43.96,38.07,67.64,8.42,54.07,0.597
11.07,22.89,36.6,1.14,42.11,92.42,0.37,43.96,38.07,67.64,8.42,47.82,0.597
8.65,29.25,41.97,2.13,31.0,94.37,0.44,32.98,40.32,61.31,7.78,43.81,0.662
5.46,16.49,54.0,0.65,24.95,100.0,0.42,26.95,29.65,75.14,7.18,43.95,0.729
5.88,17.67,54.78,0.75,21.77,99.41,0.46,24.46,29.86,70.06,7.37,45.28,0.734
14.22,24.96,32.76,13.47,27.05,92.96,0.45,41.03,54.86,36.72,5.54,49.9,0.651
8.27,30.31,38.76,0.0,31.16,98.16,0.37,33.36,36.95,76.21,6.42,48.67,0.639
7.07,21.87,36.83,0.14,35.1,88.2,0.38,37.16,36.29,75.16,9.84,46.25,0.636
4.14,17.3,50.1,0.0,26.97,98.26,0.36,25.37,31.26,71.83,6.34,42.66,0.694
5.51,18.44,51.28,0.0,20.84,96.77,0.37,22.85,29.8,77.18,5.85,41.3,0.712
13.25,30.31,38.76,0.0,31.16,98.16,0.37,33.36,36.95,76.21,6.42,49.3,0.639
2.18,12.18,69.68,0.0,13.11,98.33,0.62,11.49,19.8,79.02,2.82,37.21,0.844
2.78,27.39,56.88,0.0,20.92,99.12,0.42,18.53,25.4,76.63,7.62,38.11,0.721
6.34,18.44,51.28,0.0,20.84,96.77,0.37,22.85,29.8,77.18,5.85,38.59,0.712
13.68,27.39,56.88,0.0,20.92,99.12,0.42,18.53,25.4,76.63,7.62,44.71,0.721
7.61,30.84,39.07,0.0,38.78,91.94,0.37,39.73,35.61,76.46,10.46,50.01,0.632
5.78,27.39,56.88,0.0,20.92,99.12,0.42,18.53,25.4,76.63,7.62,43.21,0.721
5.08,30.31,38.76,0.0,31.16,98.16,0.37,33.36,36.95,76.21,6.42,46.22,0.639
